Transaction_ID,Customer_ID,Purchase_Date,Product_Name,Product_Category,Amount_Spent,Payment_Method,Store_Location,Discount_Applied,Transaction_Status
2350,2057,2022-06-28,Groceries,Electronics,46979.82,Debit Card,Pune,5,Failed
2351,3887,2023-05-25,Book,Toys,1626.4,Cash,Kolkata,5,Failed
2352,2824,2023-06-13,Toy,Home & Kitchen,27163.34,Debit Card,Kolkata,10,Pending
2353,4698,2022-02-13,Shirt,Groceries,25439.64,Credit Card,Surat,15,Completed
2354,1525,2022-03-02,Laptop,Groceries,36219.35,UPI,Surat,20,Failed
2355,4595,2022-08-04,Book,Toys,16252.56,UPI,Jaipur,10,Pending
2356,1971,2024-09-23,Book,Clothing,36412.24,Credit Card,Pune,5,Pending
2357,2825,2024-08-13,Mixer,Toys,44895.8,Debit Card,Jaipur,0,Failed
2358,1827,2022-05-24,Groceries,Home & Kitchen,34184.47,Debit Card,Delhi,0,Pending
2359,2771,2023-02-11,Mixer,Electronics,20290.47,Credit Card,Jaipur,5,Pending
2360,1357,2023-05-01,Toy,Groceries,12095.09,Cash,Pune,10,Completed
2361,426,2022-12-24,Shirt,Clothing,47603.06,Debit Card,Delhi,0,Failed
2362,4193,2022-06-08,Book,Toys,11910.84,Cash,Chennai,0,Failed
2363,6028,2021-10-16,Shirt,Groceries,31271.37,Cash,Hyderabad,5,Completed
2364,2098,2023-07-13,Book,Home & Kitchen,49830.14,Debit Card,Chennai,20,Pending
2365,101,2022-09-05,Mixer,Clothing,18034.31,Cash,Pune,10,Pending
2366,6547,2023-01-01,Book,Electronics,34321.56,Debit Card,Pune,15,Completed
2367,6090,2023-07-24,Laptop,Toys,9399.5,Debit Card,Ahmedabad,0,Pending
2368,6197,2022-04-10,Laptop,Books,40292.63,UPI,Surat,20,Pending
2369,6286,2023-11-05,Toy,Home & Kitchen,9250.57,Credit Card,Mumbai,5,Failed
2370,228,2022-02-03,Shirt,Books,33270.39,Debit Card,Jaipur,0,Completed
2371,3716,2023-12-14,Shirt,Toys,25721.37,Debit Card,Ahmedabad,15,Completed
2372,3125,2023-07-24,Mixer,Books,9687.92,UPI,Pune,0,Completed
2373,965,2022-01-01,Laptop,Electronics,30580.32,UPI,Ahmedabad,20,Failed
2374,985,2024-08-09,Mixer,Books,3077.46,UPI,Pune,10,Completed
2375,1331,2024-09-10,Mixer,Groceries,22762.5,Cash,Kolkata,15,Failed
2376,2863,2023-10-16,Shirt,Books,47046.59,Debit Card,Kolkata,0,Completed
2377,4566,2024-08-15,Laptop,Electronics,24313.16,Cash,Delhi,0,Pending
2378,171,2023-02-21,Laptop,Books,47139.16,UPI,Chennai,5,Pending
2379,6192,2024-01-23,Groceries,Electronics,36229.78,Cash,Surat,0,Pending
2380,240,2024-05-04,Shirt,Electronics,14631.29,Credit Card,Pune,20,Failed
2381,1766,2022-04-09,Groceries,Home & Kitchen,32531.6,Credit Card,Kolkata,20,Completed
2382,6897,2023-07-21,Book,Toys,36553.16,Debit Card,Chennai,0,Pending
2383,1328,2024-03-07,Groceries,Electronics,9644.92,UPI,Kolkata,5,Failed
2384,5962,2022-05-20,Groceries,Books,9401.18,UPI,Ahmedabad,20,Failed
2385,4387,2024-03-12,Toy,Home & Kitchen,40298.35,Cash,Mumbai,15,Failed
2386,1643,2022-01-26,Book,Home & Kitchen,44041.11,Cash,Kolkata,10,Pending
2387,6127,2022-03-21,Laptop,Groceries,46343.79,UPI,Chennai,0,Pending
2388,3592,2022-10-11,Groceries,Books,39344.59,Credit Card,Kolkata,20,Pending
2389,4757,2022-09-08,Shirt,Groceries,49255.43,Debit Card,Bangalore,5,Failed
2390,5256,2023-02-22,Mixer,Books,39956.68,Cash,Hyderabad,20,Completed
2391,381,2022-03-15,Book,Books,23653.03,UPI,Surat,15,Completed
2392,4817,2023-03-13,Groceries,Home & Kitchen,23917.3,Cash,Bangalore,10,Failed
2393,288,2023-10-23,Shirt,Clothing,26124.5,UPI,Jaipur,5,Completed
2394,6742,2022-06-02,Book,Groceries,30531.91,Debit Card,Kolkata,0,Failed
2395,364,2023-11-22,Groceries,Clothing,39268.54,Cash,Pune,15,Failed
2396,3607,2024-01-31,Shirt,Home & Kitchen,38674.85,UPI,Kolkata,0,Completed
2397,2899,2023-12-27,Groceries,Books,30630.87,Debit Card,Pune,5,Completed
2398,1152,2023-11-03,Mixer,Toys,44104.21,Credit Card,Chennai,10,Failed
2399,2695,2024-08-17,Mixer,Electronics,31768.07,Credit Card,Delhi,0,Completed
2400,1202,2022-07-20,Toy,Books,6375.55,Credit Card,Jaipur,0,Failed
2401,6681,2023-03-10,Book,Clothing,10374.34,Cash,Ahmedabad,10,Failed
2402,2643,2022-09-03,Groceries,Groceries,31784.63,Credit Card,Surat,5,Pending
2403,6851,2022-11-24,Book,Electronics,36382.94,Credit Card,Delhi,5,Completed
2404,5833,2022-01-22,Book,Electronics,43527.52,UPI,Hyderabad,20,Failed
2405,223,2024-02-20,Laptop,Electronics,4752.64,Debit Card,Delhi,10,Pending
2406,4467,2024-04-18,Mixer,Clothing,39059.87,Credit Card,Delhi,15,Failed
2407,6446,2022-07-23,Book,Groceries,46790.66,Credit Card,Hyderabad,10,Pending
2408,3190,2022-10-24,Groceries,Toys,36028.08,Credit Card,Pune,20,Pending
2409,5771,2024-02-27,Mixer,Toys,2500.18,Cash,Ahmedabad,10,Completed
2410,5667,2023-11-17,Shirt,Toys,21454.44,Debit Card,Hyderabad,0,Failed
2411,4650,2024-06-30,Laptop,Clothing,42020.42,Debit Card,Surat,20,Pending
2412,6009,2024-05-11,Groceries,Home & Kitchen,27230.53,UPI,Delhi,10,Pending
2413,2997,2021-11-13,Toy,Clothing,10351.16,Debit Card,Bangalore,15,Completed
2414,5028,2021-11-13,Book,Books,33166.96,Credit Card,Mumbai,5,Failed
2415,790,2022-05-05,Mixer,Books,46232.08,Cash,Ahmedabad,20,Pending
2416,2483,2021-11-28,Book,Groceries,1099.53,Credit Card,Mumbai,20,Completed
2417,1897,2024-06-24,Shirt,Groceries,23424.14,Credit Card,Delhi,15,Pending
2418,5398,2023-03-05,Shirt,Toys,29974.87,Credit Card,Kolkata,15,Failed
2419,2300,2022-12-25,Book,Groceries,43271.5,Credit Card,Bangalore,15,Completed
2420,5894,2023-07-09,Toy,Groceries,26379.91,Debit Card,Ahmedabad,10,Pending
2421,611,2024-03-23,Mixer,Groceries,15939.94,Debit Card,Chennai,0,Completed
2422,2229,2023-11-07,Laptop,Electronics,28133.11,Cash,Jaipur,5,Failed
2423,5384,2023-06-29,Book,Electronics,35697.15,Credit Card,Mumbai,10,Pending
2424,6271,2022-09-07,Shirt,Groceries,26007.86,Debit Card,Jaipur,0,Pending
2425,6110,2023-09-07,Book,Home & Kitchen,4182.66,Debit Card,Chennai,10,Pending
2426,2111,2021-12-11,Groceries,Clothing,21190.4,UPI,Pune,15,Failed
2427,1101,2023-02-16,Shirt,Books,27068.5,Debit Card,Mumbai,5,Failed
2428,880,2021-11-10,Shirt,Books,31529.63,Cash,Surat,0,Failed
2429,5831,2024-09-14,Shirt,Toys,15563.09,UPI,Jaipur,15,Pending
2430,250,2023-11-19,Shirt,Home & Kitchen,6209.29,UPI,Mumbai,10,Failed
2431,436,2023-06-22,Groceries,Clothing,9505.72,UPI,Jaipur,10,Pending
2432,4424,2022-06-27,Shirt,Toys,38726.76,Credit Card,Bangalore,20,Pending
2433,519,2022-05-27,Laptop,Toys,32767.46,Credit Card,Kolkata,5,Pending
2434,531,2022-10-15,Toy,Books,46680.22,UPI,Kolkata,15,Pending
2435,3168,2024-08-21,Laptop,Groceries,24349.44,Cash,Hyderabad,15,Failed
2436,6570,2024-08-11,Shirt,Clothing,13887.27,Debit Card,Hyderabad,20,Failed
2437,3422,2021-11-15,Toy,Electronics,23223.26,Credit Card,Delhi,10,Pending
2438,2866,2021-12-22,Book,Groceries,44174.36,Credit Card,Pune,20,Completed
2439,5506,2023-12-23,Book,Electronics,26996.2,Cash,Surat,5,Pending
2440,6497,2024-07-20,Mixer,Books,26689.84,Credit Card,Pune,0,Completed
2441,3480,2023-12-01,Laptop,Toys,32492.5,UPI,Mumbai,20,Completed
2442,3214,2023-12-01,Book,Electronics,31755.91,Credit Card,Chennai,20,Pending
2443,4284,2023-04-18,Shirt,Clothing,10387.13,Debit Card,Hyderabad,20,Pending
2444,4710,2021-12-28,Groceries,Toys,15511.42,Debit Card,Hyderabad,0,Completed
2445,5923,2021-11-21,Groceries,Books,42976.02,Credit Card,Bangalore,5,Completed
2446,3168,2024-03-08,Book,Home & Kitchen,26655.01,Cash,Mumbai,20,Pending
2447,5253,2022-08-29,Mixer,Toys,15153.62,Credit Card,Surat,0,Failed
2448,2168,2022-05-07,Book,Groceries,15062.95,Debit Card,Bangalore,5,Failed
2449,6095,2022-08-03,Toy,Home & Kitchen,18245.96,Debit Card,Pune,20,Completed
2450,2604,2023-10-09,Groceries,Home & Kitchen,35381.66,Credit Card,Delhi,15,Failed
2451,328,2023-09-13,Laptop,Electronics,10678.34,Credit Card,Ahmedabad,5,Completed
2452,1651,2023-11-15,Book,Toys,3575.19,UPI,Pune,15,Completed
2453,4873,2022-02-07,Shirt,Toys,40281.0,Cash,Delhi,15,Failed
2454,1818,2024-02-29,Shirt,Books,37753.16,Debit Card,Hyderabad,0,Completed
2455,1163,2022-12-22,Mixer,Electronics,41626.36,Cash,Bangalore,20,Pending
2456,400,2021-12-21,Groceries,Home & Kitchen,19419.3,UPI,Kolkata,20,Failed
2457,1251,2022-07-06,Toy,Clothing,16032.66,UPI,Surat,20,Pending
2458,359,2022-12-18,Shirt,Books,12792.14,Debit Card,Surat,5,Pending
2459,3898,2023-02-26,Laptop,Clothing,13741.59,UPI,Pune,5,Failed
2460,3651,2023-01-24,Toy,Electronics,16503.45,Debit Card,Pune,0,Failed
2461,2294,2024-04-25,Shirt,Toys,33305.32,Cash,Hyderabad,15,Failed
2462,2285,2023-12-06,Laptop,Books,39525.31,UPI,Jaipur,15,Failed
2463,633,2022-07-17,Mixer,Home & Kitchen,3174.04,Debit Card,Delhi,5,Pending
2464,4026,2021-12-05,Shirt,Groceries,5938.98,Cash,Hyderabad,15,Completed
2465,3614,2024-03-11,Book,Electronics,23468.08,UPI,Ahmedabad,0,Pending
2466,3681,2024-06-19,Laptop,Electronics,31363.8,UPI,Delhi,5,Pending
2467,6625,2023-01-17,Laptop,Groceries,22392.44,Cash,Ahmedabad,15,Failed
2468,3721,2023-11-28,Laptop,Groceries,36029.78,Debit Card,Delhi,10,Failed
2469,6479,2023-03-05,Book,Books,45240.7,Debit Card,Bangalore,10,Failed
2470,1366,2023-01-08,Laptop,Clothing,25614.3,Cash,Surat,0,Completed
2471,2927,2023-10-19,Book,Toys,27607.36,Debit Card,Surat,0,Completed
2472,4257,2023-08-11,Book,Home & Kitchen,40359.21,Credit Card,Bangalore,5,Failed
2473,4677,2023-12-24,Shirt,Groceries,18640.45,Credit Card,Delhi,10,Completed
2474,4966,2023-04-22,Book,Books,45707.27,Debit Card,Jaipur,15,Completed
2475,945,2022-06-08,Mixer,Clothing,9027.17,UPI,Pune,20,Pending
2476,6591,2023-10-05,Shirt,Electronics,30772.2,UPI,Ahmedabad,15,Pending
2477,1762,2024-01-27,Shirt,Electronics,7105.12,Cash,Pune,5,Failed
2478,1572,2023-03-12,Groceries,Clothing,44080.45,Cash,Jaipur,10,Pending
2479,2235,2023-11-27,Toy,Toys,48864.07,Credit Card,Kolkata,20,Pending
2480,523,2024-08-29,Shirt,Toys,31413.5,Cash,Kolkata,10,Failed
2481,6089,2022-08-20,Mixer,Books,43276.55,Debit Card,Delhi,15,Completed
2482,5158,2023-01-24,Laptop,Electronics,43259.96,UPI,Jaipur,5,Completed
2483,2837,2023-01-27,Book,Clothing,49560.21,Debit Card,Bangalore,10,Completed
2484,2815,2023-09-08,Groceries,Groceries,36689.93,UPI,Pune,10,Completed
2485,6940,2022-10-20,Mixer,Home & Kitchen,2286.28,Credit Card,Mumbai,20,Pending
2486,466,2022-02-28,Toy,Clothing,41140.93,Cash,Jaipur,0,Failed
2487,968,2024-04-27,Shirt,Books,6867.16,Cash,Jaipur,15,Pending
2488,2267,2022-12-08,Groceries,Groceries,25501.14,UPI,Hyderabad,20,Failed
2489,2556,2022-06-02,Mixer,Clothing,37976.31,Cash,Jaipur,10,Failed
2490,705,2023-04-07,Mixer,Books,26704.2,Cash,Jaipur,10,Pending
2491,4747,2024-06-02,Shirt,Groceries,2467.22,Credit Card,Chennai,10,Pending
2492,3926,2022-07-01,Shirt,Groceries,14110.48,Credit Card,Mumbai,5,Completed
2493,4942,2022-01-12,Groceries,Books,10138.87,Credit Card,Mumbai,15,Failed
2494,1141,2024-07-15,Laptop,Electronics,36977.78,Debit Card,Mumbai,0,Pending
2495,3363,2023-05-27,Groceries,Toys,9985.29,UPI,Ahmedabad,5,Pending
2496,2536,2021-10-22,Laptop,Toys,38550.2,Cash,Bangalore,0,Pending
2497,5827,2022-08-12,Mixer,Clothing,16362.17,UPI,Bangalore,15,Failed
2498,4973,2023-12-08,Mixer,Toys,47106.71,Credit Card,Ahmedabad,5,Pending
2499,4330,2023-05-18,Mixer,Clothing,25892.58,Credit Card,Kolkata,0,Completed
2500,3324,2024-09-11,Mixer,Groceries,35566.92,Credit Card,Jaipur,5,Completed
2501,4034,2023-06-30,Book,Clothing,27107.91,Debit Card,Ahmedabad,20,Completed
2502,6235,2023-06-29,Groceries,Toys,7426.23,Credit Card,Surat,20,Pending
2503,3652,2024-05-18,Laptop,Groceries,46958.01,Debit Card,Ahmedabad,5,Failed
2504,2094,2024-08-06,Book,Home & Kitchen,5323.18,Cash,Mumbai,0,Failed
2505,2841,2022-04-01,Groceries,Home & Kitchen,26648.47,Debit Card,Mumbai,20,Failed
2506,5967,2023-12-30,Toy,Books,28175.79,Debit Card,Mumbai,15,Completed
2507,4333,2022-03-02,Book,Clothing,47811.15,Cash,Kolkata,10,Completed
2508,2447,2023-06-10,Shirt,Books,44652.54,Debit Card,Ahmedabad,20,Failed
2509,1921,2023-11-13,Groceries,Clothing,39723.97,Debit Card,Kolkata,20,Completed
2510,1840,2022-05-03,Laptop,Groceries,8938.35,Cash,Ahmedabad,15,Failed
2511,1842,2023-05-03,Mixer,Books,11240.85,UPI,Mumbai,0,Failed
2512,4966,2021-10-23,Book,Electronics,28573.25,Cash,Bangalore,10,Pending
2513,5754,2023-05-14,Groceries,Groceries,30190.34,Debit Card,Ahmedabad,20,Pending
2514,5418,2023-05-19,Book,Toys,16845.66,Cash,Jaipur,5,Failed
2515,5610,2023-05-06,Toy,Groceries,2722.64,UPI,Mumbai,10,Pending
2516,3851,2024-02-04,Toy,Home & Kitchen,18528.75,UPI,Pune,10,Pending
2517,5165,2021-10-31,Laptop,Groceries,38691.97,UPI,Surat,10,Pending
2518,2259,2023-04-17,Book,Clothing,26837.06,UPI,Hyderabad,0,Pending
2519,831,2022-04-14,Toy,Books,11354.62,Cash,Delhi,20,Completed
2520,4322,2022-12-21,Book,Electronics,35031.53,UPI,Chennai,15,Completed
2521,5367,2023-03-11,Mixer,Home & Kitchen,11352.35,Cash,Bangalore,15,Pending
2522,1828,2023-12-23,Shirt,Clothing,37376.84,UPI,Kolkata,15,Pending
2523,4282,2023-08-17,Toy,Home & Kitchen,19062.62,Debit Card,Hyderabad,10,Failed
2524,3259,2022-11-19,Shirt,Books,16105.91,Debit Card,Bangalore,10,Completed
2525,3056,2021-12-04,Book,Electronics,3491.85,Cash,Hyderabad,15,Completed
2526,4178,2023-04-19,Laptop,Electronics,46085.88,Credit Card,Delhi,0,Completed
2527,213,2022-12-27,Toy,Groceries,47305.32,Cash,Hyderabad,10,Completed
2528,2491,2023-06-10,Laptop,Books,20641.67,UPI,Jaipur,10,Pending
2529,6719,2022-03-23,Book,Toys,8379.22,Cash,Chennai,20,Completed
2530,5578,2022-04-24,Groceries,Electronics,25974.56,UPI,Surat,0,Pending
2531,1482,2023-06-15,Toy,Toys,14787.31,Credit Card,Pune,10,Completed
2532,2251,2022-06-14,Groceries,Toys,32876.7,Debit Card,Hyderabad,0,Completed
2533,6889,2021-11-07,Mixer,Electronics,36253.0,Cash,Ahmedabad,15,Pending
2534,1039,2022-08-29,Toy,Electronics,14597.95,Debit Card,Chennai,5,Completed
2535,6674,2023-04-22,Book,Groceries,31295.14,Credit Card,Ahmedabad,20,Failed
2536,658,2022-06-15,Laptop,Groceries,4749.92,Cash,Delhi,10,Failed
2537,1218,2024-05-18,Book,Toys,38938.96,UPI,Jaipur,0,Pending
2538,1951,2024-05-29,Laptop,Electronics,25675.7,UPI,Delhi,15,Pending
2539,6022,2023-04-21,Mixer,Clothing,37886.75,Debit Card,Hyderabad,15,Pending
2540,2660,2024-03-22,Shirt,Groceries,2533.6,Debit Card,Ahmedabad,0,Failed
2541,5357,2023-09-16,Shirt,Home & Kitchen,15209.1,Credit Card,Hyderabad,15,Pending
2542,2613,2022-10-15,Laptop,Clothing,47690.08,Credit Card,Delhi,15,Failed
2543,6804,2022-12-02,Book,Clothing,10175.23,Debit Card,Jaipur,0,Failed
2544,1651,2023-09-07,Book,Electronics,2610.62,Debit Card,Chennai,10,Completed
2545,1082,2022-02-24,Groceries,Electronics,4903.5,Cash,Pune,5,Failed
2546,5801,2022-11-14,Toy,Books,36565.45,UPI,Pune,20,Pending
2547,6111,2022-01-31,Mixer,Groceries,1747.66,Debit Card,Chennai,5,Pending
2548,1058,2024-06-17,Laptop,Home & Kitchen,34889.72,Cash,Kolkata,20,Pending
2549,1270,2022-10-02,Book,Toys,41201.57,Debit Card,Pune,10,Completed
2550,6485,2024-08-19,Mixer,Groceries,32530.17,UPI,Delhi,5,Failed
2551,1455,2023-05-16,Shirt,Electronics,14482.34,Debit Card,Bangalore,5,Completed
2552,2293,2024-05-23,Shirt,Groceries,21808.17,Debit Card,Pune,20,Failed
2553,719,2022-07-27,Mixer,Home & Kitchen,13929.9,Cash,Mumbai,10,Failed
2554,800,2024-09-22,Laptop,Books,43770.76,Credit Card,Jaipur,5,Failed
2555,5994,2023-12-04,Mixer,Home & Kitchen,46739.32,Credit Card,Bangalore,5,Pending
2556,2550,2023-06-02,Laptop,Groceries,46780.49,UPI,Mumbai,15,Pending
2557,5555,2022-01-28,Toy,Electronics,3008.79,UPI,Chennai,10,Completed
2558,1033,2024-03-15,Groceries,Books,42914.31,Cash,Kolkata,10,Pending
2559,1772,2023-06-25,Mixer,Clothing,4971.45,Debit Card,Ahmedabad,0,Completed
2560,4732,2023-09-28,Shirt,Electronics,11610.29,Credit Card,Mumbai,10,Failed
2561,2767,2023-03-08,Toy,Clothing,34016.87,Cash,Bangalore,5,Completed
2562,531,2022-08-30,Toy,Toys,16053.94,UPI,Ahmedabad,5,Pending
2563,6236,2021-12-06,Shirt,Toys,43820.44,UPI,Chennai,10,Failed
2564,1473,2023-07-30,Mixer,Books,16210.64,Cash,Delhi,10,Pending
2565,6614,2023-08-25,Book,Books,6482.12,Cash,Pune,5,Pending
2566,1040,2022-12-29,Shirt,Home & Kitchen,3971.83,Debit Card,Chennai,15,Pending
2567,4968,2024-03-26,Shirt,Home & Kitchen,24869.69,Credit Card,Delhi,5,Failed
2568,595,2021-12-20,Mixer,Electronics,25060.34,Cash,Kolkata,20,Completed
2569,6793,2024-04-16,Groceries,Clothing,32070.79,Debit Card,Kolkata,15,Completed
2570,4412,2024-04-18,Groceries,Clothing,17871.56,UPI,Hyderabad,5,Pending
2571,4280,2022-08-28,Shirt,Toys,43699.47,Cash,Delhi,15,Failed
2572,1932,2024-04-16,Groceries,Books,40049.61,Cash,Pune,10,Completed
2573,4564,2023-06-06,Mixer,Electronics,17287.11,Cash,Kolkata,20,Failed
2574,4351,2023-02-11,Shirt,Toys,21205.72,Cash,Bangalore,15,Failed
2575,1750,2024-01-15,Mixer,Electronics,12176.15,UPI,Bangalore,10,Failed
2576,2126,2024-04-19,Laptop,Home & Kitchen,14788.72,Credit Card,Ahmedabad,10,Failed
2577,2909,2022-05-07,Toy,Clothing,11339.55,Cash,Chennai,10,Failed
2578,1139,2022-12-09,Shirt,Books,22048.57,Cash,Hyderabad,0,Completed
2579,6471,2023-04-10,Mixer,Toys,41272.74,Credit Card,Ahmedabad,5,Pending
2580,963,2022-06-29,Shirt,Clothing,23331.69,Cash,Delhi,15,Completed
2581,1636,2022-08-10,Shirt,Electronics,41808.09,UPI,Surat,20,Pending
2582,2358,2022-01-05,Laptop,Electronics,5585.3,Debit Card,Jaipur,15,Completed
2583,1032,2024-05-08,Groceries,Books,36349.29,Debit Card,Ahmedabad,5,Pending
2584,4106,2024-04-03,Laptop,Electronics,23130.7,Debit Card,Mumbai,0,Pending
2585,3259,2023-09-17,Toy,Groceries,10695.17,UPI,Delhi,20,Pending
2586,3379,2022-07-12,Shirt,Home & Kitchen,26987.52,UPI,Pune,20,Failed
2587,4429,2021-10-19,Shirt,Groceries,20937.13,Cash,Kolkata,20,Failed
2588,2382,2022-05-08,Shirt,Toys,27263.06,Debit Card,Surat,10,Completed
2589,6005,2024-03-29,Book,Electronics,28085.9,Credit Card,Mumbai,0,Failed
2590,1932,2022-07-27,Shirt,Books,5550.82,UPI,Pune,0,Failed
2591,444,2021-12-13,Groceries,Books,16615.49,Cash,Hyderabad,20,Failed
2592,887,2022-10-31,Toy,Electronics,26642.66,Credit Card,Jaipur,15,Pending
2593,4535,2022-06-20,Toy,Clothing,33862.06,Debit Card,Kolkata,10,Completed
2594,4809,2022-05-21,Groceries,Home & Kitchen,37671.54,Cash,Kolkata,10,Pending
2595,2112,2024-03-12,Toy,Books,19740.58,Credit Card,Delhi,20,Pending
2596,4491,2023-07-07,Laptop,Toys,47813.84,Credit Card,Kolkata,5,Pending
2597,4389,2023-02-21,Laptop,Books,27675.55,Debit Card,Delhi,5,Failed
2598,3162,2024-03-01,Toy,Toys,8117.84,Debit Card,Delhi,5,Completed
2599,3825,2023-04-30,Shirt,Groceries,40575.44,Debit Card,Mumbai,5,Pending
2600,3117,2022-11-09,Groceries,Electronics,19412.07,Credit Card,Pune,5,Pending
2601,4683,2024-10-03,Shirt,Home & Kitchen,19576.93,Cash,Pune,5,Completed
2602,4507,2024-01-16,Mixer,Groceries,4294.19,UPI,Mumbai,0,Completed
2603,5288,2022-03-09,Groceries,Clothing,25317.93,UPI,Delhi,20,Pending
2604,4590,2024-03-08,Mixer,Clothing,43105.16,Credit Card,Jaipur,0,Pending
2605,3574,2022-12-17,Toy,Books,5019.79,UPI,Jaipur,20,Completed
2606,5381,2023-08-01,Shirt,Toys,26143.38,Cash,Ahmedabad,0,Pending
2607,3707,2023-10-08,Toy,Electronics,9315.16,Credit Card,Hyderabad,20,Completed
2608,506,2024-09-09,Laptop,Toys,16834.49,Cash,Chennai,5,Failed
2609,2448,2024-08-06,Toy,Toys,2465.82,UPI,Chennai,20,Completed
2610,1337,2023-01-21,Laptop,Books,48181.48,Debit Card,Kolkata,15,Pending
2611,5600,2021-10-25,Shirt,Books,26313.0,Credit Card,Bangalore,20,Pending
2612,4197,2022-03-03,Laptop,Electronics,38282.62,UPI,Hyderabad,5,Pending
2613,228,2023-01-27,Groceries,Clothing,44868.46,UPI,Bangalore,0,Completed
2614,3141,2023-03-16,Laptop,Electronics,18735.45,Debit Card,Jaipur,15,Pending
2615,5297,2022-04-28,Groceries,Books,3668.58,Debit Card,Chennai,20,Failed
2616,5203,2022-02-16,Shirt,Books,46414.27,Cash,Ahmedabad,15,Failed
2617,623,2023-04-27,Toy,Home & Kitchen,33075.39,Cash,Hyderabad,15,Completed
2618,6903,2022-04-17,Toy,Clothing,16841.32,UPI,Kolkata,0,Failed
2619,6266,2023-10-15,Shirt,Toys,14797.75,UPI,Kolkata,20,Pending
2620,4880,2023-01-14,Groceries,Clothing,41295.16,UPI,Mumbai,0,Failed
2621,5371,2024-03-06,Toy,Electronics,47576.44,Cash,Kolkata,20,Failed
2622,199,2022-07-06,Shirt,Toys,1038.03,Debit Card,Pune,0,Completed
2623,6788,2023-04-17,Groceries,Groceries,23552.61,Debit Card,Delhi,15,Pending
2624,4307,2023-04-08,Book,Home & Kitchen,49013.75,Cash,Mumbai,0,Completed
2625,1274,2023-08-24,Laptop,Books,16566.21,UPI,Kolkata,0,Pending
2626,1477,2024-02-20,Mixer,Toys,11736.25,Debit Card,Pune,15,Pending
2627,1149,2024-03-24,Laptop,Toys,17113.52,Credit Card,Chennai,0,Completed
2628,5547,2024-02-05,Mixer,Toys,13344.4,Cash,Ahmedabad,20,Completed
2629,4531,2023-05-06,Book,Clothing,828.44,Cash,Delhi,15,Completed
2630,4244,2022-03-28,Mixer,Groceries,16167.29,Debit Card,Bangalore,10,Failed
2631,6989,2023-03-08,Mixer,Home & Kitchen,18999.99,UPI,Surat,5,Pending
2632,3351,2024-07-01,Mixer,Books,1478.45,Cash,Jaipur,20,Completed
2633,4964,2024-09-14,Mixer,Electronics,37278.67,Debit Card,Ahmedabad,0,Failed
2634,656,2024-04-11,Book,Electronics,5094.15,UPI,Jaipur,20,Pending
2635,4989,2023-02-10,Groceries,Toys,28095.07,Debit Card,Delhi,0,Completed
2636,2093,2023-04-23,Shirt,Books,3354.04,Cash,Bangalore,0,Pending
2637,118,2024-08-02,Toy,Home & Kitchen,35501.91,Debit Card,Surat,15,Completed
2638,1627,2024-05-02,Groceries,Clothing,3185.08,Debit Card,Surat,10,Pending
2639,4951,2023-04-14,Mixer,Toys,49409.72,Cash,Kolkata,20,Pending
2640,2232,2022-02-01,Toy,Groceries,29737.77,Debit Card,Surat,10,Pending
2641,1671,2022-02-06,Laptop,Books,30196.36,UPI,Chennai,0,Completed
2642,2417,2023-12-22,Mixer,Groceries,32329.99,Cash,Ahmedabad,5,Failed
2643,5982,2024-07-30,Shirt,Home & Kitchen,32225.55,Debit Card,Kolkata,20,Completed
2644,4079,2024-01-23,Toy,Home & Kitchen,37293.99,Debit Card,Chennai,0,Completed
2645,4236,2022-08-01,Mixer,Toys,3976.13,UPI,Hyderabad,10,Pending
2646,6761,2024-02-16,Mixer,Clothing,9173.22,Cash,Ahmedabad,20,Completed
2647,3010,2023-04-07,Groceries,Clothing,21941.94,Cash,Mumbai,5,Completed
2648,2132,2024-08-22,Groceries,Home & Kitchen,6407.99,Debit Card,Mumbai,5,Pending
2649,1918,2024-07-20,Toy,Toys,14023.12,Cash,Kolkata,5,Completed
2650,6017,2023-04-16,Mixer,Electronics,18888.28,Debit Card,Mumbai,15,Failed
2651,5097,2024-09-28,Shirt,Groceries,49192.72,Cash,Jaipur,15,Failed
2652,4298,2022-12-23,Mixer,Clothing,6781.73,Debit Card,Surat,10,Pending
2653,6275,2022-08-30,Groceries,Electronics,2888.72,UPI,Surat,15,Failed
2654,5870,2024-06-19,Toy,Groceries,39523.27,Debit Card,Chennai,0,Failed
2655,2674,2022-07-29,Groceries,Clothing,49108.91,UPI,Delhi,20,Failed
2656,5857,2022-02-06,Mixer,Clothing,13573.76,Credit Card,Pune,10,Failed
2657,2360,2024-03-25,Book,Electronics,3753.27,Credit Card,Jaipur,5,Pending
2658,224,2022-05-21,Laptop,Groceries,20201.61,Cash,Hyderabad,10,Failed
2659,6118,2024-03-25,Book,Groceries,43927.54,Debit Card,Chennai,5,Failed
2660,4453,2023-03-17,Mixer,Books,12624.64,UPI,Bangalore,10,Completed
2661,718,2024-08-07,Book,Electronics,13261.72,UPI,Kolkata,10,Pending
2662,5343,2022-04-14,Book,Electronics,26599.11,Cash,Kolkata,15,Failed
2663,2307,2024-02-20,Mixer,Electronics,29451.0,Cash,Bangalore,0,Failed
2664,2929,2021-12-22,Mixer,Electronics,27766.92,Cash,Chennai,20,Completed
2665,5310,2022-11-17,Book,Electronics,38033.51,Credit Card,Delhi,15,Pending
